,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,Y1,Y2
0,0.06912902295988084,0.40499526419596993,0.6545660898758693,-0.33201035494515924,0.1465078973589943,0.311204845243807,-0.10505791334949825,0.21760716489444723,-0.09916127862529475,1.0465362369445672,0.059312877344319614,1.2692388486338169,1.0030349083434846,-0.34719345287341774,-0.8062257748298552,0,1
1,1.192960382265515,-2.4691646752593055,-0.6197765094144966,-0.6881767800729442,0.20566149207273474,-0.10942718017258467,-1.3520113693165887,0.8196907870647597,-0.1201212837616976,-0.9555330859059094,2.2956527784724625,-0.7878971380115842,1.0030349083434846,-0.34719345287341774,-0.8062257748298552,1,0
2,-0.38501430289272215,0.40499526419596993,0.4034795598120954,-1.3437982983716346,0.09736778096356757,1.4184393744318815,2.576168274633021,-1.0071658423670262,0.08395100396874633,-0.9555330859059094,-0.21077066242812953,-0.7878971380115842,1.0030349083434846,-0.34719345287341774,-0.8062257748298552,1,0
3,0.8727523285087987,0.40499526419596993,0.38269809910737834,-1.2683768730294942,-1.1611072979421575,1.398715743467728,2.020194261193207,-0.5907745501554406,0.7539396971423382,-0.9555330859059094,-0.25178436171177515,-0.7878971380115842,1.0030349083434846,-0.34719345287341774,-0.8062257748298552,1,1
4,-0.5608472402602389,0.40499526419596993,-1.266863022960582,0.9774253498468538,-0.5576668799606544,-0.5286196545026035,-0.34026413640318254,0.49965221359674233,0.03007482068235624,1.0465362369445672,-0.012345041621160572,1.1982248889398552,-0.9969742744562132,-0.34719345287341774,1.2403473458920844,0,1
5,-0.32009735690371616,0.40499526419596993,-1.9475402803040947,0.3708101743562449,0.18354129833255284,-1.0104634278526015,-1.1796812083358312,-1.5249931446812723,-0.457982206506768,1.0465362369445672,0.833198059176186,-0.7878971380115842,-0.9969742744562132,-0.34719345287341774,1.2403473458920844,0,1
6,0.14079980290919222,0.40499526419596993,-0.09541750251303721,-1.531694006394518,1.965993362027089,-1.1556574472723942,0.09714585050936726,-0.7830618345641497,-1.149150717719689,-0.9555330859059094,-0.15659686910027065,-0.7878971380115842,1.0030349083434846,-0.34719345287341774,-0.8062257748298552,1,1
7,-0.3685185049767403,-2.4691646752593055,1.0013634713189234,-0.14974757111970757,2.933189054867582,0.04708181763453574,-0.08938753653787483,0.6977649666696416,-0.12326405719843532,-0.9555330859059094,-0.8612436004824006,-0.7878971380115842,1.0030349083434846,-0.34719345287341774,-0.8062257748298552,1,0
8,-0.22772638067664247,0.40499526419596993,-1.0992939663510555,0.5518624025981186,-1.1526155291951796,1.4392894860542371,-0.7831583925624707,-0.08388769442815877,1.4898976478669035,-0.9555330859059094,0.49313241021348025,-0.7878971380115842,-0.9969742744562132,-0.34719345287341774,1.2403473458920844,1,1
9,-0.14073937770494122,0.40499526419596993,-0.9674065168020859,0.848708803140541,-1.4697418483682267,-0.27788402946075225,1.7469799709533274,0.437345184933264,1.5701742951018702,1.0465362369445672,-0.4024962413105282,-0.7878971380115842,1.0030349083434846,-0.34719345287341774,-0.8062257748298552,1,0
10,-0.2427300700008833,0.40499526419596993,0.24645000458443755,-2.9803036551603657,-1.0891286940882052,2.1188703153424413,-0.02003499403145637,-0.6177863690936667,0.33787619163355703,-0.9555330859059094,-0.7619466896115673,-0.7878971380115842,1.0030349083434846,-0.34719345287341774,-0.8062257748298552,1,1
11,0.11728979699875466,0.40499526419596993,0.37392570543847775,-0.676977063400881,0.7605664486912742,-1.0245162165492963,-0.9889098167209386,-0.4344276858405104,0.9557222657179613,1.0465362369445672,0.24076245689712275,1.223809417672385,1.0030349083434846,-0.34719345287341774,-0.8062257748298552,0,1
12,0.2745777192153077,0.40499526419596993,-0.4084358177303417,-3.7439463616303095,-0.9665605588001788,2.446006722519688,1.2974119990923758,0.8389606743755136,0.6711922054863214,-0.9555330859059094,0.06099031216539878,1.2474392887323749,1.0030349083434846,-0.34719345287341774,-0.8062257748298552,0,1
13,2.1386648284782166,0.40499526419596993,0.4803644990396593,0.28276234270917405,-0.27575654221060353,-0.4941121479574564,0.13014474340394783,1.5002030156803767,-0.8272594124175866,1.0465362369445672,-0.05944034385028209,-0.7878971380115842,1.0030349083434846,-0.34719345287341774,-0.8062257748298552,1,1
14,1.0350318874053435,0.40499526419596993,-2.785524832276826,0.8655203037642236,1.0530218585046438,-2.4113639964604263,0.21279364382967803,-1.6863641226796002,-1.1609301651145427,1.0465362369445672,1.7246944950013754,-0.7878971380115842,-0.9969742744562132,-0.34719345287341774,1.2403473458920844,1,1
