,C1,C2,C4,C7,%_long_sentences,%_long_words,%_positive_words,%_negative_words,%_uncertain_words,C3',C5',C6',one_hot_Manufacturing,one_hot_Other,one_hot_Public Services,Y1,Y2
0,0.5134777164799056,0.7310585786300049,0.679170509736827,0.5004177485229896,0.6846031648468566,0.6322037687410504,0.5722921508568393,0.5778215431804968,0.5579260888315576,0.7310585786300049,0.5089964570093392,0.5277492350545132,0.7310585786300049,0.5,0.5,0,1
1,0.529935267593038,0.5,0.6419293106481747,0.5002107197865424,0.6857329468055936,0.6161947578958228,0.5367704465493145,0.5983835676188998,0.5573831474181677,0.5,0.5294761652901775,0.5,0.7310585786300049,0.5,0.5,1,0
2,0.5096280826943436,0.7310585786300049,0.6719929566051553,0.5000595119250159,0.6836592262675848,0.672904391331824,0.7086982396259434,0.545734847019228,0.5627769800588618,0.5,0.5077526085420031,0.5,0.7310585786300049,0.5,0.5,1,0
3,0.523934509864404,0.7310585786300049,0.6713952207522126,0.5000688656612032,0.6576941848836861,0.6721995583694561,0.6724822501387169,0.5553485116427169,0.5822579638818249,0.5,0.5075781930762975,0.5,0.7310585786300049,0.5,0.5,1,1
4,0.5084248164334059,0.7310585786300049,0.6223059046678715,0.5051510865715975,0.670589915315303,0.5999859509309813,0.564504140537526,0.5870108439717163,0.5613294959271702,0.7310585786300049,0.5086496546758179,0.5124973964842103,0.5,0.5,0.7310585786300049,0,1
5,0.5101093587444524,0.7310585786300049,0.6012234202952633,0.5016093341123788,0.6853112989986843,0.5810825734315223,0.5408960762496478,0.5353623859199991,0.5489690690978455,0.7310585786300049,0.5136673242260911,0.5,0.5,0.5,0.7310585786300049,0,1
6,0.5141993586118696,0.7310585786300049,0.6574927234222806,0.5000413259151723,0.7163759304485019,0.5753366934178563,0.5794456469720289,0.5507578925886704,0.5336108537268546,0.5,0.507988624166631,0.5,0.7310585786300049,0.5,0.5,1,1
7,0.5097484034149685,0.5,0.6889458754883098,0.5028487044553139,0.7310585786300049,0.6253220943642415,0.5728310710831576,0.5939280263859376,0.5573019534172131,0.5,0.5053720522005744,0.5,0.7310585786300049,0.5,0.5,1,0
8,0.510831237404124,0.7310585786300049,0.6274291412202059,0.5022775212731426,0.657881719346616,0.673648631833157,0.551282304163735,0.5688025928281891,0.6070668816655695,0.5,0.5113879404341282,0.5,0.5,0.5,0.7310585786300049,1,1
9,0.5115530708913983,0.7310585786300049,0.6314414882248183,0.5040244151872112,0.6507551597278953,0.6097098579335698,0.6562432152459549,0.5849155893232744,0.6100039542968003,0.7310585786300049,0.5069675709192544,0.5,0.7310585786300049,0.5,0.5,1,0
10,0.5107109273499226,0.7310585786300049,0.6674626276164175,0.5000020043720732,0.6592781460245455,0.6974127696069962,0.5752470659251018,0.5546874140514366,0.569832164518644,0.5,0.5056866168147998,0.5,0.7310585786300049,0.5,0.5,1,1
11,0.5139588176639253,0.7310585786300049,0.6711427340782817,0.5002153070274873,0.6959960058168894,0.580527385332955,0.5457320730280614,0.5592825623782192,0.5886896989197107,0.7310585786300049,0.5099331342746947,0.5166604965694114,0.7310585786300049,0.5,0.5,0,1
