,0,1,2,3,4,Y1,Y2
0,0.7499624159175221,0.5961709283593972,0.4207574791828521,0.44561094903028553,0.1111111111111111,0,1
1,0.5837477664041902,0.6734661018164061,0.41791267672180554,0.6392340242330263,0.0,1,0
2,0.7172127773075367,0.4389352246202929,0.44561044409299067,0.42222702357870145,0.0,1,0
3,0.714502216419646,0.49239131605401454,0.5365448437178841,0.4186760434362223,0.0,1,1
4,0.49934718361447566,0.6323797208914876,0.4382980843007349,0.439406781843658,0.05,0,1
5,0.41056530358939397,0.37245683245131866,0.3720564100719814,0.5126141933423549,0.0,0,1
6,0.6521407939933321,0.46770557730501405,0.2782473738193447,0.4269174091744896,0.0,1,1
7,0.7951957819219213,0.6578133301924955,0.4174861229328557,0.3659088536356195,0.0,1,0
8,0.5212034976301432,0.5574651795404313,0.6364329389651355,0.4831711928889092,0.0,1,1
9,0.5384057995968172,0.6243807778696295,0.6473285089868219,0.40562735724018606,0.0,1,0
10,0.6967311481915252,0.4889235531829814,0.4800745100170931,0.3745060142153884,0.0,1,1
11,0.7133580183524376,0.5124630428900976,0.5639318383271186,0.46132091582448126,0.06666666666666667,0,1
12,0.6113132884355093,0.6759399596450124,0.5253139176576793,0.44575618191207855,0.08695652173913043,0,1
13,0.7272410093023549,0.7608298978300778,0.3219361597501482,0.43532925443353354,0.0,1,1
14,0.30126556843081354,0.3517401125871471,0.2766486050823822,0.589800260339451,0.0,1,1
15,0.6370547923643988,0.3549985760048422,0.5158540279964718,0.3385173745991074,0.0,0,1
16,0.6113132884355093,0.6996106906555846,0.46303593582922087,0.35778137679915534,0.0,1,1
17,0.7803506301780748,0.38870327195015486,0.28431957669803243,0.5617212517410186,0.0,1,1
18,0.5863305525689165,0.46458513455558403,0.2224683334652089,0.44315954635262256,0.125,0,1
19,0.8133846115289864,0.624425056003719,0.5307430511977005,0.48046021744215284,0.0,1,0
20,0.8477722326290267,0.354035606250489,0.0839622918952343,0.46896172831785055,0.06666666666666667,0,1
21,0.6460295386158798,0.7731412180321828,0.5969395973262324,0.4009405988638397,0.0,0,1
22,0.7764208648340029,0.41869960047204735,0.6179865512168594,0.4452718115178035,0.0,1,1
23,0.6292158485814898,0.415929783632476,0.4145197219147869,0.4024555843225861,0.0,0,1
24,0.6205503034664587,0.6641463876651956,0.6138052386495239,0.4564318599068373,0.0,1,1
25,0.49064662115640584,0.45376702322783924,0.6967496320996234,0.4645478627006002,0.0,1,1
26,0.7369924095815304,0.7073907205733194,0.43139183427557093,0.3640699623532776,0.05263157894736842,0,1
27,0.7756946778528271,0.5813470656718511,0.36611450863476147,0.4770133598675795,0.0,1,1
28,0.5735786526425786,0.560368550442282,0.539645394955742,0.35093160210013125,0.0,1,1
29,0.49064662115640584,0.35662629151849634,0.36694787444392807,0.44990203427900405,0.0,1,0
30,0.5010301492487761,0.426312855608006,0.13932458497454725,0.5295554826375056,0.08333333333333333,0,1
31,0.7172127773075367,0.4580128006842563,0.5286108221911578,0.5124220966810056,0.0,1,1
32,0.9694449795657427,0.6747955459622585,0.5865177145840894,0.42794303897014946,0.5428571428571428,0,1
33,0.7004747231183689,0.6100840788914517,0.5279872384668267,0.4655153144640346,0.0,0,0
34,0.5875437445176533,0.47263952428034717,0.34910489615556006,0.43527542862657936,0.08108108108108109,0,1
35,0.857310954586411,0.6352125335276932,0.47306469679934793,0.48755519746319537,0.35714285714285715,0,1
36,0.6996605074806039,0.46389470168458224,0.24368525177170985,0.4167835667873152,0.028571428571428574,0,1
37,0.7804920325619664,0.5260348823746863,0.6495187585823476,0.43820143808579665,0.16666666666666666,0,1
38,0.8593488634691554,0.33882339001714756,0.31898469563366305,0.4522204735877786,0.03125,0,1
39,0.6543507793306457,0.5538825628908455,0.1767558334160837,0.3937745228245154,0.21428571428571427,0,1
