,0,1,2,3,4,5,6,7,8,9,Y1,Y2
0,0.6545660898758697,0.525006490144914,0.6532048624162861,0.35013976785839285,-0.0736197838545506,-0.29078517655896874,-0.117182090556986,0.541550352230391,0.437435003036177,-0.032413712679434194,0,1
1,-0.6197765094144972,-0.49723834233977193,-0.6205700261735466,-0.8903309274456017,-0.07367218886250002,-0.30851567625594195,-0.11259801922244041,-0.4949304145554455,-0.4562966323161791,-0.19987925615645522,1,0
2,0.4034795598120956,-0.49723834233977193,0.39926485119884875,0.15671720795905011,-0.07368868834931906,-0.3084056933746759,-0.12418776127706563,-0.4949304145554455,-0.4562966323161791,-0.19987925615645522,1,0
3,0.38269809910737856,-0.49723834233977193,0.2876230227125604,0.13980546803572666,-0.07368820108934254,-0.30872050474732105,-0.12405553506323325,-0.4949304145554455,-0.4562966323161791,-0.19987925615645522,1,1
4,-1.2668630229605833,-0.037228167721663256,-1.1767534147527037,-0.7513692682972767,-0.06302034546394668,-0.012038438240061915,-0.030086258600450395,-0.06712293592437486,-0.041883860153004444,-0.16596748360235847,0,1
5,-1.9475402803040962,-0.49723834233977193,-1.9495238703423177,-1.6577651238151547,-0.07264819127748877,-0.24476046533534665,-0.07953454375687283,-0.4949304145554455,-0.4562966323161791,-0.19987925615645522,0,1
6,-0.09541750251303742,-0.49723834233977193,-0.07080170772954231,-0.09584084107614348,-0.07368943436805384,-0.31468911095549335,-0.12447178603339229,-0.4949304145554455,-0.4562966323161791,-0.19987925615645522,1,1
7,1.0013634713189241,-0.49723834233977193,1.3524093051634258,0.2865479370415453,-0.06683147223469801,-0.051922598914775006,-0.07564048519411234,-0.4949304145554455,-0.4562966323161791,-0.19987925615645522,1,0
8,-1.0992939663510564,-0.49723834233977193,-0.9588691780861788,-0.8021582731657155,-0.07160379276355928,-0.20046873063677878,-0.07083059667015017,-0.4949304145554455,-0.4562966323161791,-0.19987925615645522,1,1
9,-0.9674065168020867,-0.49723834233977193,-0.81752270951038,-0.5066867196890519,-0.06717715053432695,0.1509738216669029,-0.06424017262880698,-0.4949304145554455,-0.4562966323161791,-0.19987925615645522,1,0
