,0,1,2,3,4,5,6,0,1,2,3,4,5,6,Y1,Y2,Y1,Y2
0,0.21586654007394693,1.0,1.0,1.0,0.0,0.0,0.0,0.5250064901449136,-0.26644238600204195,-0.024143420816779428,0.16221934031959576,-0.01267545262310901,0.009621695835252625,0.005465201217105427,0,1,0,1
1,0.8174346500573431,0.0,0.0,1.0,0.0,0.0,1.0,-0.4972383423397705,0.4669106167171535,-1.7294373669915564,0.05543731574655717,0.8599425695433388,0.12726482792463917,-0.07968236365806289,1,0,1,0
2,-1.0078577998791989,1.0,0.0,1.0,0.0,0.0,0.0,-0.4972383423397705,-0.561165512649549,0.29314304518436884,-0.7039944055643739,-0.145761961855908,0.14838136720650036,-0.10940456066796368,1,0,1,0
3,-0.5918230275558094,1.0,0.0,1.0,0.0,0.0,1.0,-0.4972383423397705,-0.5041981738258652,0.3317215728771321,-0.6941907018518554,-0.16494468501576653,0.17478636277201864,-0.7574272919182836,1,1,1,1
4,0.49767009796913236,1.0,1.0,0.0,0.0,1.0,0.0,-0.03722816772166262,-1.0972488690603441,-0.010692223793592229,0.019750557070365805,0.00039805190070540323,-0.00024382144907477308,0.0004030512885516991,0,1,0,1
5,-1.5252417314136542,1.0,1.0,0.0,0.0,1.0,0.0,-0.4972383423397705,-0.5381088501722846,0.2302141085980875,0.5033007148614902,-0.11447128174254093,0.4193491788045806,-0.26779360878291475,0,1,0,1
6,-0.783945672976093,1.0,0.0,1.0,0.0,0.0,0.0,-0.4972383423397705,0.15014006667492819,0.24640620167759253,0.5754699391695458,-0.12252261126440528,-0.09011679073527408,0.05435314716179482,1,1,1,1
7,0.695613224208097,0.0,0.0,1.0,0.0,0.0,0.0,-0.4972383423397705,0.7551033336792592,-0.6494424177243292,0.189738698968568,0.3229276712343782,-0.16341124025053586,-0.0055083061899472464,1,0,1,0
8,-0.08537017524913755,1.0,0.0,0.0,0.0,1.0,0.0,-0.4972383423397705,-0.49725375310591813,0.2230631198411515,-0.7143580306539944,-0.11091553594695175,-0.35227309741175944,0.5814703257530675,1,1,1,1
9,0.43541641743110343,1.0,1.0,1.0,0.0,0.0,0.0,-0.4972383423397705,-0.7168129246854321,-0.29823502622498677,0.1391694156711138,0.1482938900677704,-0.056015166713005826,-1.3623997719604766,1,0,1,0
10,-0.6188117186072426,1.0,0.0,1.0,0.0,0.0,0.0,-0.4972383423397705,-0.7349120448340655,2.2721192505603374,-1.052146195072488,-1.1297848097469039,0.8016793103228885,0.0036783084373645312,1,1,1,1
11,-0.43561002955275463,1.0,1.0,1.0,0.0,0.0,0.0,0.11610855715104003,-0.277626260836014,-0.17875738331404376,-0.119155205763426,-0.02075526185668902,-0.028688100091684647,-0.10999353424824443,0,1,0,1
12,0.8366880382284702,1.0,0.0,1.0,0.0,0.0,0.0,0.3027793526482431,1.521212520503277,-0.22715741976543016,0.7396883057454697,-0.06877857650582217,0.045113820672511136,0.26363229113779457,0,1,0,1
13,1.49736421484641,1.0,1.0,1.0,0.0,0.0,1.0,-0.4972383423397705,0.09160200902291496,-0.01133484036514775,0.24664640162312765,0.005636117233851986,-0.014660746921913482,0.05263863051517256,1,1,1,1
14,-1.6864745413856324,1.0,1.0,0.0,0.0,1.0,1.0,-0.4972383423397705,-2.109504026745057,1.3061272834306812,1.1996235232881214,-0.6494565652978195,2.068984086689177,0.12150040121034025,1,1,1,1
15,-1.6611147732142983,1.0,1.0,0.0,1.0,0.0,0.0,-0.4972383423397705,-0.17194075822956634,-0.9592584468610162,0.007858131350531178,0.4769800799925945,-0.009253847434710888,-0.09266190707065881,0,1,0,1
16,1.0209111440071923,1.0,1.0,1.0,0.0,0.0,0.0,-0.4972383423397705,-0.2390808832145332,-0.5590839257343624,-0.08109849915399135,0.2779979644609657,0.07745844818026817,-0.07608968096621366,1,1,1,1
17,-1.3987999438328242,1.0,1.0,1.0,0.0,0.0,0.0,-0.4972383423397705,0.1782565823770334,0.28125519818481654,0.9856397984772987,-0.1398508685198618,1.3802731246171442,-0.3957339999230985,1,1,1,1
18,-0.8082312624007694,1.0,1.0,0.0,0.0,1.0,1.0,0.6527870942054992,-0.044197253675156326,0.0022835666512814627,-1.4841696885125715,0.0014906828387146085,-0.04600816235366796,0.3948170004098287,0,1,0,1
19,0.4357610225629186,1.0,0.0,1.0,0.0,0.0,1.0,-0.4972383423397705,0.8602598766860908,0.3482475521113697,-0.2560773513095805,-0.1731620355357403,-0.11826183097163566,0.058777409203307734,1,0,1,0
20,-1.6686093148420444,1.0,1.0,1.0,0.0,0.0,0.0,0.11610855715104003,1.9239366155645792,0.45070820543418566,-0.08548975998415262,0.052331079429097836,-0.028127291990444715,0.2192178094779137,0,1,0,1
21,1.593179998602946,1.0,0.0,0.0,0.0,1.0,0.0,-0.4972383423397705,0.041337870463275625,0.13267608133082565,0.3856276440792026,-0.06597163474907632,-0.17608843399415905,0.24658913347519365,0,1,0,1
22,-1.1653463677774931,1.0,0.0,1.0,0.0,0.0,0.0,-0.4972383423397705,-2.8167433254944294,-0.18198324169700753,-0.485356612162479,0.09048904543503783,-0.02688674240704424,-1.1773704241681118,1,1,1,1
23,-1.1869031274904123,1.0,0.0,1.0,0.0,0.0,0.0,-0.4972383423397705,0.4655333111820908,0.7538535284756601,-0.20813680363974302,-0.3748448788662242,0.09139913749963925,0.08221397785921507,0,1,0,1
24,0.7449017534121534,1.0,0.0,1.0,0.0,0.0,0.0,-0.4972383423397705,0.6744014637114938,-0.3681335809277186,-0.41767202363222966,0.18305013154010255,-0.07697445967731793,0.18938906819293605,1,1,1,1
25,-0.8924257922007565,1.0,1.0,1.0,0.0,0.0,1.0,-0.4972383423397705,0.1286059867117628,-0.026812849891045345,-0.3851928165244441,0.013332377033228484,-0.10709653893524841,-0.8543432134997273,1,1,1,1
26,1.0814610811365664,1.0,0.0,1.0,0.0,0.0,0.0,-0.01301710589965699,0.31053362884856595,-0.49365381174033013,-0.0033744279167322658,0.006425943945193213,0.002977874366711352,-0.00038495491525140755,0,1,0,1
27,0.1004962955843551,1.0,1.0,0.0,0.0,1.0,0.0,-0.4972383423397705,0.569756671281376,0.2822590864234883,0.26143111594022883,-0.14035004024355333,0.11032645354714851,0.22514469356799405,1,1,1,1
28,-0.06277399921521554,1.0,0.0,1.0,0.0,0.0,0.0,-0.4972383423397705,0.6424598728054063,0.9522888211954067,0.030182507889118814,-0.4735145148798981,-0.031215665512091827,-0.625837414517176,1,1,1,1
29,-1.6484466892790943,1.0,1.0,1.0,0.0,0.0,0.0,-0.4972383423397705,-0.5463781185836325,0.044607210409303495,-0.003753918159944527,-0.022180415360323426,-0.0004087069586585144,-0.04142588376546302,1,0,1,0
30,-1.10609439513644,1.0,0.0,0.0,0.0,1.0,0.0,0.2694452820237425,0.42164196929450937,-0.3459556245469692,-0.17793276118716853,-0.0932161108237581,-0.18306956817760633,0.2635859223030213,0,1,0,1
31,-0.8593820172063505,0.0,1.0,1.0,0.0,0.0,0.0,-0.4972383423397705,-0.22349309147786867,-0.4602913312794899,-0.11165011010033196,0.2288744985587797,-0.09277893584077057,-0.28280084160095836,1,1,1,1
32,0.8277813659825456,1.0,0.0,1.0,0.0,0.0,1.0,4.497157839228257,-0.6093206363299251,0.03773562736155977,2.5023582138312626,0.16970307240723484,-0.3622185535608092,-0.3470670385077518,0,1,0,1
33,0.32414895015402434,1.0,0.0,1.0,0.0,0.0,0.0,-0.4972383423397705,0.06689545870503749,0.07031283249895723,-0.2479608107789949,-0.034962236276995434,-0.07171215540104364,0.09987192153865537,0,0,0,0
34,-0.7455460546821979,1.0,1.0,0.0,0.0,1.0,0.0,0.24872410298689096,0.3148838137161556,0.03201864801951399,0.05943119925827727,0.00796380950750661,-0.0035695584776003187,0.04059245915279862,0,1,0,1
